"Word","Token","Frequency"
"heel","3198564","10"
"heeled","-1221144061","2"
"heels","99155599","21"
"heero","99155781","8"
"heeru","99155787","1"
"heezy","99156039","1"
"heffer","-1221120022","2"
"heffner","799993342","1"
"heflin","-1221114136","18"
"hefti","99156798","1"
"hefty","99156814","8"
"hegalhuzen","1374107361","1"
"hegel","99157297","1"
"hegemonic","852704107","1"
"heggie","-1221089159","2"
"heh","103179","9"
"hehe","3198650","3"
"hehehe","-1221061321","1"
"heidecke","-886239920","1"
"heidelberg","-1264991305","2"
"heiden","-1221032575","1"
"heidi","99159185","4"
"heigel","-1221029694","1"
"height","-1221029593","23"
"heighten","-883363824","6"
"heightened","1490892975","9"
"heightening","-1026953774","1"
"heightens","-1614474653","6"
"heights","802788396","39"
"heigl","99159281","2"
"heimlich","-877714173","1"
"hein","3198690","1"
"heinkel","802999344","1"
"heinlein","-876794304","2"
"heino","99159501","2"
"heinous","803003691","8"
"heinrich","-876611906","2"
"heinz","99159512","2"
"heir","3198694","17"
"heiress","803113183","14"
"heiresses","-1302341171","1"
"heirloom","-873090425","2"
"heirs","99159629","5"
"heisenberg","-835490936","1"
"heist","99159661","32"
"heists","-1221017690","1"
"hektor","-1220957303","1"
"hel","103183","1"
"held","3198773","154"
"heldar","-1220943322","2"
"helen","99162104","66"
"helena","-1220941975","14"
"helga","99162153","7"
"helge","99162157","4"
"helgeland","1045023640","3"
"helicopter","-243033129","46"
"helicopters","1055907708","5"
"helin","99162228","2"
"helium","-1220937902","1"
"hell","3198781","370"
"hella","99162308","3"
"hellbender","-1913428701","1"
"hellbent","-793051642","2"
"hellbored","1185504263","1"
"hellbreed","1185581143","1"
"hellbreeder","1177148228","1"
"hellenic","-792953792","1"
"heller","-1220935510","1"
"hellfire","-792928525","1"
"hellions","-792833496","1"
"hellish","805708833","5"
"hellll","-1220935299","1"
"hellman","805712125","10"
"hello","99162322","30"
"helloooo","-792654723","1"
"hellooooo","1197507474","1"
"hellraiser","-1459190909","5"
"hells","99162326","2"
"hellspawn","1201218142","1"
"helluva","805720451","3"
"helm","3198782","14"
"helmed","-1220934563","8"
"helmer","-1220934549","10"
"helmet","-1220934547","22"
"helmets","805734822","3"
"helming","805738468","2"
"helms","99162357","4"
"helmsman","-791614395","3"
"helmut","-1220934051","2"
"help","3198785","752"
"helped","-1220931680","125"
"helper","-1220931666","9"
"helpers","805824133","4"
"helpful","805825180","26"
"helpfully","1303888169","2"
"helping","805827841","80"
"helpings","-789140590","1"
"helpless","-789059494","31"
"helplessly","1923041127","4"
"helplessness","1206629809","6"
"helps","99162450","145"
"helsing","805917214","11"
"helsinki","-786369913","1"
"helumis","805980497","1"
"helvard","805999020","1"
"hem","103184","1"
"hemel","99163063","1"
"hemet","99163071","1"
"hemi","3198809","4"
"hemingway","1997969117","9"
"hemisphere","1958514790","1"
"hemmings","-763282002","1"
"hemo","3198815","6"
"hemolytic","-2126536734","1"
"hemorrhage","-1333184010","2"
"hemorrhaging","-1289572045","1"
"hempel","-1220901881","1"
"hempstead","-2091606553","1"
"hems","3198819","1"
"hen","103185","3"
"hence","99163955","66"
"henceforth","-2033519190","6"
"henchman","-743919004","11"
"henchmen","-743918880","14"
"henchwoman","-1931937268","2"
"henderson","-1560627662","22"
"hendrick","-742701358","1"
"hendrix","807325902","4"
"hendry","-1220883206","3"
"henenlotter","145500970","1"
"hening","-1220878543","1"
"henleys","807552228","1"
"henna","99164292","2"
"hennenlotter","12467094","1"
"henner","-1220874006","5"
"hennesy","807611630","1"
"henny","99164316","3"
"henpecked","-1217532723","2"
"henreid","807730463","1"
"henri","99164424","9"
"henriksen","-1156334311","4"
"henrikson","-1156334001","1"
"henry","99164440","136"
"henshall","-729153861","1"
"henson","-1220868895","6"
"henstridge","-278035271","3"
"hentai","-1220868373","1"
"heorine","808657984","1"
"heorot","-1220840059","1"
"hepburn","809116514","13"
"hepcats","809127152","1"
"hepton","-1220808352","1"
"her","103189","7358"
"hera","3198956","7"
"herald","-1220767132","2"
"heralded","-631138813","4"
"heralds","810924687","4"
"herb","3198957","2"
"herbal","-1220766504","2"
"herbert","810948186","24"
"herbie","-1220766263","1"
"herbs","99167782","3"
"hercule","810993152","2"
"herculean","1975341613","1"
"hercules","-629015949","7"
"herculis","-629015825","2"
"herd","3198959","21"
"herded","-1220764466","2"
"herding","811011475","1"
"herds","99167844","4"
"here","3198960","2332"
"hereabouts","-1995412874","1"
"hereafter","2013965292","1"
"herein","-1220763371","7"
"herek","99167867","1"
"heres","99167875","6"
"heresy","-1220763050","1"
"heretic","811051678","6"
"heretofore","-1439727193","3"
"herg","3198962","4"
"herinteractive","-1227756371","1"
"herinterative","-593298114","1"
"heritage","-623515137","13"
"herky","99168067","3"
"herlie","-1220756653","1"
"herlihy","811249635","2"
"herman","-1220755931","23"
"hermanidad","820535843","1"
"hermann","811271913","8"
"hermes","-1220755802","1"
"hermetic","-620249599","1"
"hermione","-620135083","4"
"hermit","-1220755677","4"
"hermoine","-619962103","1"
"hernandez","-2023116685","6"
"hernando","-619451151","2"
"herngren","-619268531","2"
"hernia","-1220754735","1"
"hero","3198970","417"
"herod","99168170","1"
"herodes","811334104","1"
"herods","-1220753911","1"
"heroe","99168171","1"
"heroes","-1220753880","132"
"heroic","-1220753772","53"
"heroically","-1480779892","2"
"heroics","811338847","7"
"heroin","-1220753761","9"
"heroine","811339174","133"
"heroines","-618289267","14"
"heroism","811339337","9"
"heron","99168180","1"
"heronimo","-618144873","2"
"heroo","99168181","1"
"heros","99168185","6"
"heroz","99168192","1"
"herpes","-1220752919","1"
"herr","3198973","3"
"herrand","811420858","2"
"herredia","-615647372","1"
"herren","-1220751002","1"
"herring","811428549","11"
"herringbone","-1700873463","1"
"herrings","-615518642","14"
"herrmann","-615411759","4"
"hers","3198974","25"
"herschel","-614779702","16"
"herschell","-1878301470","1"
"herself","811454433","338"
"hershey","811457118","10"
"hersholt","-614623795","2"
"hertfordshire","1258740973","1"
"herts","99168340","1"
"hertzog","811504499","1"
"herve","99168388","1"
"herzegovina","-90765938","2"
"herzegowina","-90736147","1"
"herzog","-1220743011","10"
"herzogian","-1666841447","1"
"hes","103190","13"
"hesitancy","-1261589596","1"
"hesitant","-594885754","11"
"hesitantly","-454555757","1"
"hesitate","-594885583","17"
"hesitated","-1261583789","3"
"hesitates","-1261583774","1"
"hesitating","-454387538","1"
"hesitation","-454387500","12"
"hess","3199005","6"
"hesseman","-586086286","3"
"hessian","812381465","1"
"hessians","-585978246","3"
"hessler","812384476","4"
"hessman","812385309","1"
"hester","-1220719285","1"
"heston","-1220718979","56"
"hestons","812417430","1"
"hetero","-1220703509","4"
"heterogeneity","-750759890","1"
"heterosexual","181097445","7"
"heterosexuality","595164841","2"
"hetrakul","-558501124","1"
"heusen","-1220660668","1"
"hew","103194","1"
"hewitt","-1220610225","6"
"hewlett","815863763","6"
"hewlitt","815867607","1"
"hewn","3199124","1"
"hexploitation","-1357568846","1"
"hey","103196","152"
"heyday","-1220556032","12"
"heyerdahl","-347821430","2"
"heyijustleftmycoatbehind","1104053509","1"
"heyward","818034584","1"
"heywood","818047945","1"
"heyy","3199197","1"
"hf","3326","1"
"hg","3327","4"
"hh","3328","1"
"hhh","103272","2"
"hi","3329","20"
"hi8","103255","1"
"hiatus","-1217560942","1"
"hibernate","-903964590","1"
"hibernation","-1126569803","1"
"hiccup","-1217517700","2"
"hiccups","911657079","2"
"hick","3202345","8"
"hickam","-1217510635","7"
"hickey","-1217510499","4"
"hickham","911882443","1"
"hickish","911883957","1"
"hickland","-1796296044","2"
"hickock","911889230","10"
"hickok","-1217510203","14"
"hickory","911889709","3"
"hickox","-1217510190","1"
"hicks","99272810","12"
"hicksville","556014888","1"
"hicock","-1217506731","1"
"hid","103299","8"
"hidden","-1217487446","158"
"hide","3202370","82"
"hideaway","-1773514960","2"
"hidebound","856315260","2"
"hidegarishous","-478521371","1"
"hideo","99273581","3"
"hideous","912634571","34"
"hideously","868497816","9"
"hideousness","1402789794","2"
"hideout","912634572","7"
"hides","99273585","29"
"hiding","-1217482369","65"
"hierarchies","1136044435","1"
"hierarchy","2115146293","2"
"hieroglyphic","-1411852443","1"
"hieroglyphics","-817752658","2"
"hig","103302","1"
"higgin","-1217395066","1"
"higgins","915458733","9"
"high","3202466","848"
"higham","-1217394354","1"
"highbrow","-1684831526","5"
"highbury","-1684828548","1"
"highen","-1217394229","1"
"higher","-1217394225","114"
"highest","915484836","38"
"highjinks","-683050923","1"
"highland","-1684550003","1"
"highlander","350120954","3"
"highlands","-681442426","4"
"highlight","-681210700","86"
"highlighted","-1808450477","10"
"highlighting","-227385682","7"
"highlights","357304895","44"
"highly","-1217394001","476"
"highpoint","-677335762","3"
"highpoints","477427973","1"
"highs","99276561","8"
"highschool","552204182","3"
"highschoolers","990142992","1"
"highsmith","-674624607","2"
"hight","99276562","2"
"hightower","-673628505","3"
"highwater","-671277899","1"
"highway","915501581","23"
"highwayman","665377837","2"
"highways","-1684221946","3"
"higly","99276691","1"
"higres","-1217384614","1"
"higson","-1217383348","1"
"higuchi","915869845","2"
"hijack","-1217311648","4"
"hijacked","-1605385985","7"
"hijacker","-1605385971","2"
"hijackers","1772642566","4"
"hijacking","1772646274","5"
"hijinks","918293590","6"
"hijinx","-1217303606","1"
"hike","3202587","2"
"hiker","99280311","2"
"hikers","-1217277540","2"
"hiking","-1217273832","7"
"hil","103307","1"
"hilarious","-733514432","380"
"hilariously","-532729139","35"
"hilarity","-1547682254","21"
"hilarius","-1547682229","2"
"hilary","-1217251587","10"
"hilbrand","-1546766628","2"
"hilda","99281224","8"
"hildebrand","1019826619","4"
"hildegard","-659705896","2"
"hill","3202625","93"
"hillard","920217714","1"
"hillarious","-570073226","3"
"hillariously","1915447171","1"
"hillary","920217735","10"
"hillbillies","140109839","8"
"hillbilly","-433373263","6"
"hille","99281476","1"
"hiller","-1217241426","2"
"hillerman","-430333972","1"
"hillermans","-455451129","1"
"hilliard","-1537799413","19"
"hills","99281490","60"
"hillside","-1537494248","3"
"hilly","99281496","1"
"hillyer","920240389","7"
"hilt","3202633","9"
"hilter","-1217233738","1"
"hilton","-1217233432","21"
"hiltz","99281745","4"
"him","103308","3599"
"himalayan","148218780","3"
"himalayas","148218785","4"
"himmel","-1217210680","1"
"himmelen","-1508355727","4"
"himmler","921181208","1"
"himself","921353432","923"
"hind","3202679","2"
"hindered","-1488032509","6"
"hindi","99283154","18"
"hindley","921836617","2"
"hindrance","1127140522","1"
"hinds","99283164","7"
"hindsight","1128295814","13"
"hindu","99283166","6"
"hindus","-1217189035","2"
"hines","99283195","31"
"hinged","-1217186663","1"
"hinges","-1217186648","4"
"hingle","-1217186445","3"
"hinglish","-1485061620","4"
"hinson","-1217174811","1"
"hint","3202695","52"
"hinted","-1217174170","20"
"hinterland","1540234591","1"
"hinterlands","502632180","1"
"hinting","922310651","9"
"hinton","-1217173850","1"
"hints","99283660","36"
"hip","103311","71"
"hiphop","-1217125798","2"
"hipocresy","-1091253252","1"
"hipotetic","-1075926595","1"
"hipper","-1217118418","1"
"hippie","-1217118307","34"
"hippies","924038262","9"
"hippiest","-1419584834","1"
"hippler","924041144","3"
"hippos","-1217118107","2"
"hippy","99285464","10"
"hips","3202756","4"
"hipster","924138205","1"
"hipsters","-1416486602","1"
"hiraizumi","288740624","1"
"hiralal","925441191","3"
"hiram","99286909","2"
"hire","3202804","53"
"hired","99287024","89"
"hireing","925557870","1"
"hires","99287039","29"
"hiring","-1217065295","15"
"hirjee","-1217064615","1"
"hiroshi","925865206","1"
"hiroshima","698236170","5"
"hiroyuki","-1362758280","1"
"hirsch","-1217056025","7"
"hirschbiegel","-331795657","2"
"hirsute","925986660","3"
"his","103314","11831"
"hisaishi","-1347537094","6"
"hispanic","-1333927387","14"
"hispanics","1597924078","1"
"hispano","926801412","1"
"hiss","3202849","1"
"hisses","-1217026161","1"
"hissing","926898465","3"
"hissy","99288440","3"
"histoire","-1329820753","1"
"historia","-1329812387","1"
"historian","1725489073","11"
"historians","1950553826","12"
"historic","-1329812385","30"
"historical","1950555338","158"
"historically","1877942231","37"
"historicaly","337673455","1"
"historicity","337681391","3"
"history","926934164","567"
"historyish","1951038314","1"
"histrionic","2028320658","4"
"histrionics","-1546568927","5"
"hit","103315","437"
"hitch","99288888","10"
"hitchcock","2119391500","61"
"hitchcockian","-1521937974","8"
"hitchcockometer","2098264198","1"
"hitchcocks","1276627175","1"
"hitchcocky","1276627181","1"
"hitched","927344087","2"
"hitcher","927344101","2"
"hitches","927344102","3"
"hitchhiker","1281073535","9"
"hitchhikes","1281073536","1"
"hitchhiking","1058577744","2"
"hitching","-1317100118","2"
"hitcock","927350759","1"
"hither","-1217006942","1"
"hitherto","-1312563043","2"
"hitler","-1217003098","163"
"hitman","-1217002265","4"
"hitokiri","-1305928367","10"
"hitoto","-1216999753","1"
"hits","3202880","118"
"hitting","927851777","55"
"hittite","927851961","1"
"hiv","103317","12"
"hive","3202928","1"
"hiya","3203017","1"
"hjerner","942573068","1"
"hjitler","946324812","1"
"hk","3331","22"
"hka4","3204150","1"
"hkel","3204330","1"
"hm","3333","3"
"hmm","103432","17"
"hmmm","3206501","21"
"hmmmm","99401640","2"
"hmmmmmmm","2041898533","1"
"hmmmmmmmmm","-535560571","1"
"hmv","103441","2"
"ho","3335","48"
"hoag","3208045","2"
"hoaky","99449640","1"
"hoarded","1082015115","1"
"hoariest","-817120267","1"
"hoarsely","-816822569","1"
"hoary","99449857","2"
"hoast","99449883","2"
"hoax","3208062","5"
"hobart","-1212008376","1"
"hobb","3208071","1"
"hobbies","1082466800","2"
"hobbit","-1212007694","7"
"hobbits","1082467265","11"
"hobbled","1082469668","2"
"hobbs","99450316","3"
"hobby","99450322","7"
"hobbyhorse","1614811467","1"
"hoberman","-800221646","1"
"hobgobblins","-1825405851","1"
"hobgoblin","1017103314","1"
"hobgoblins","1465431777","10"
"hobo","3208084","4"
"hobson","-1211991177","8"
"hoc","103484","3"
"hock","3208111","1"
"hocked","-1211969394","1"
"hockey","-1211969373","11"
"hocking","1083658707","1"
"hocus","99451866","2"
"hod","103485","1"
"hodder","-1211946316","3"
"hodge","99452379","6"
"hodgepodge","382807272","10"
"hodges","-1211943432","1"
"hodgins","1084463076","1"
"hodgkins","-741328275","1"
"hodiak","-1211941642","3"
"hoe","103486","5"
"hoechlin","-716479858","10"
"hoek","3208173","1"
"hoff","3208199","2"
"hoffa","99454266","1"
"hoffer","-1211884812","1"
"hoffman","1086283763","72"
"hoffmann","-684941605","5"
"hofman","-1211878213","1"
"hofst","99454688","2"
"hog","103488","5"
"hogan","99455085","7"
"hogbottom","1017052779","1"
"hogg","3208231","8"
"hogging","1087233627","2"
"hogie","99455324","1"
"hogs","3208243","1"
"hogue","99455696","1"
"hogwarts","-640953561","1"
"hogwash","1087702751","5"
"hohenzollern","137522658","1"
"hohl","3208267","3"
"hohokam","1088397001","1"
"hoist","99457571","1"
"hoisted","1089448450","1"
"hoisting","-586832161","1"
"hoitytoityness","-67116349","1"
"hoke","3208353","1"
"hokey","99459064","21"
"hokeyness","367029839","1"
"hokum","99459548","5"
"hoky","3208373","1"
"holbrook","-516698346","5"
"holcomb","1091737798","4"
"hold","3208383","224"
"holden","-1211707992","11"
"holder","-1211707988","4"
"holders","1091758151","2"
"holding","1091761859","101"
"holds","99459988","126"
"hole","3208384","69"
"holed","99460004","4"
"holender","-514057821","1"
"holes","99460019","134"
"holey","99460025","1"
"holi","3208388","2"
"holiday","1091905624","70"
"holidays","-510663909","10"
"holier","-1211703183","2"
"holistic","-510199297","3"
"holland","1091992496","12"
"hollar","-1211700424","1"
"hollaway","-507962315","1"
"holler","-1211700300","1"
"hollering","1436589998","1"
"holliday","-507742246","7"
"holliman","-507733608","1"
"hollin","-1211700180","1"
"hollinghurst","1462483275","1"
"hollis","-1211700175","1"
"hollister","1440324176","3"
"hollow","-1211699985","35"
"holloway","-507545241","7"
"hollowed","-507545138","1"
"hollwood","-507314188","1"
"holly","99460242","49"
"hollyood","-507254606","1"
"hollyweird","-2133273221","1"
"hollywierd","-2133157901","1"
"hollywood","1455215167","749"
"hollywoodian","-1084741705","1"
"hollywoodish","-1084741153","1"
"hollywoodized","732769359","2"
"hollywoodland","732834986","1"
"hollywoods","-2132969964","2"
"hollywoond","-2132969669","1"
"holm","3208392","15"
"holmann","1092022297","1"
"holmes","-1211699338","67"
"holmfrid","-506894417","1"
"holocaust","1520135662","26"
"holocausts","-120434619","2"
"holodeck","-505119629","5"
"hologram","-505017823","3"
"holograms","1524316786","1"
"holographic","284665566","2"
"holroyd","1092185037","1"
"holst","99460454","1"
"holster","1092219027","1"
"holsters","-500948416","1"
"holt","3208399","15"
"holy","3208404","53"
"holywell","-495318110","2"
"hom","103494","4"
"homage","-1211681031","52"
"homages","1092593818","6"
"hombre","-1211679729","2"
"home","3208415","718"
"homecoming","1349954656","6"
"homegirls","2125277144","1"
"homeland","-485490870","6"
"homelands","2129652329","1"
"homeless","-485486856","77"
"homelessness","-1372365489","6"
"homeliest","2129882474","1"
"homely","-1211677012","10"
"homem","99460974","1"
"homemade","-485461388","9"
"homemaker","2130572997","1"
"homeowner","2133078324","1"
"homer","99460979","54"
"homerian","-485304829","3"
"homeric","1092723661","1"
"homerun","1092724044","1"
"homes","99460980","26"
"homesetting","-65425263","1"
"homesick","-485274979","1"
"homespun","-485267691","2"
"homestead","2136674248","3"
"hometown","-485238799","18"
"homevideo","2139116284","1"
"homeward","-485163045","8"
"homework","-485149584","13"
"homey","99460986","1"
"homeys","-1211676615","3"
"homicidal","-2058881434","16"
"homicide","-482057526","20"
"homicides","-2058881303","2"
"homies","-1211673391","1"
"hominoids","-2048539052","1"
"hommage","1092945592","2"
"homme","99461214","2"
"homo","3208425","13"
"homoeric","-476448016","1"
"homoerotic","1695155733","8"
"homoeroticism","159080014","1"
"homogenized","-1883153449","4"
"homolka","1093015865","1"
"homophobia","2000823884","3"
"homophobic","2000823886","3"
"homosexual","2084226915","30"
"homosexuality","-1138068885","19"
"homosexuals","186525040","6"
"homour","-1211667130","1"
"honcho","-1211649277","2"
"honda","99461892","6"
"hone","3208446","1"
"honed","99461926","5"
"honegger","-457005173","1"
"honest","-1211647009","230"
"honestly","-456634964","181"
"honesty","1093648506","40"
"honey","99461947","9"
"honeycomb","-1265744708","1"
"honeymoon","-1265446724","16"
"honeymooners","-1995296982","2"
"hong","3208448","63"
"honing","-1211643333","1"
"honk","3208452","2"
"honkin","-1211641559","1"
"honking","1093817438","1"
"honks","99462127","1"
"honky","99462133","4"
"honolulu","-447607334","2"
"honor","99462250","66"
"honorable","-985989948","16"
"honorary","-447447618","3"
"honore","-1211637445","1"
"honored","1093944969","7"
"honoring","-447440072","1"
"honors","-1211637431","12"
"honour","-1211637339","16"
"honourable","-399369089","10"
"honoured","-447342332","2"
"honours","1093948270","3"
"hoo","103496","5"
"hooch","99462829","1"
"hood","3208476","60"
"hooded","-1211618629","4"
"hoodlum","1094535528","6"
"hoodlums","-429136885","4"
"hoodoo","-1211618308","1"
"hoods","99462871","14"
"hoodwink","-428820693","2"
"hoodwinked","220177674","1"
"hooey","99462908","1"
"hoof","3208478","3"
"hoofer","-1211616693","4"
"hoofing","1094592004","3"
"hoofs","99462933","1"
"hook","3208483","44"
"hooked","-1211611902","57"
"hooker","-1211611888","13"
"hookers","1094737251","7"
"hooking","1094740959","3"
"hooknose","-422618250","1"
"hooks","99463088","9"
"hooky","99463094","2"
"hoola","99463101","1"
"hooligan","-421851921","3"
"hooliganism","-316165836","2"
"hooligans","-192507548","11"
"hoon","3208486","15"
"hoop","3208488","4"
"hooper","-1211607083","23"
"hoopers","1094886206","3"
"hoopla","-1211606883","2"
"hoople","-1211606879","1"
"hoops","99463243","5"
"hoorah","-1211605295","1"
"hooray","-1211605278","6"
"hooror","-1211604851","1"
"hoosier","1094979019","1"
"hoosiers","-415388664","2"
"hoot","3208492","19"
"hooten","-1211603243","3"
"hooters","1095005370","1"
"hooting","1095009078","2"
"hoots","99463367","2"
"hoover","-1211601317","20"
"hooverville","1011189207","1"
"hooves","-1211601316","1"
"hop","103497","44"
"hopalong","-403284044","8"
"hopcraft","-401271945","1"
"hope","3208508","609"
"hoped","99463848","64"
"hopeful","1095483073","14"
"hopefully","492249102","90"
"hopefuls","-399762990","4"
"hopeing","1095485734","1"
"hopeless","-399599403","32"
"hopelessly","-1762933470","26"
"hopelessness","-1961906004","11"
"hoper","99463862","1"
"hopes","99463863","115"
"hopewell","-399271926","1"
"hopfel","-1211586908","2"
"hopi","3208512","1"
"hoping","-1211583751","183"
"hopkins","1095664492","24"
"hopkirk","1095664608","1"
"hoplite","1095694455","1"
"hopped","-1211577306","3"
"hopper","-1211577292","56"
"hopping","1095813435","2"
"hoppy","99464210","1"
"hops","3208522","4"
"hopton","-1211573142","1"
"horace","-1211532200","1"
"horatio","1097224036","1"
"horde","99465740","9"
"hordern","1097299272","5"
"hordes","-1211529241","8"
"horgan","-1211526487","1"
"horizon","1097468315","9"
"horizons","-338220488","2"
"horizontal","1387629604","1"
"horky","99465977","2"
"hormonal","-334855476","3"
"hormonally","326438233","2"
"hormone","1097576868","3"
"hormones","-334855345","3"
"horn","3208579","11"
"hornblower","840343330","1"
"hornby","-1211519718","8"
"horndogging","2133873268","1"
"horne","99466050","5"
"horned","-1211519646","2"
"horner","-1211519632","5"
"horniness","-1767492963","1"
"horns","99466064","5"
"horny","99466070","16"
"horoscope","-1729946800","1"
"horowitz","-332774308","1"
"horrendous","182790361","62"
"horrendously","-432118746","9"
"horrible","-330427815","446"
"horribleness","403621936","1"
"horribly","-330427795","93"
"horrid","-1211515678","40"
"horridly","-330425873","1"
"horrific","-330424066","63"
"horrifically","-429445898","3"
"horrified","-1653211292","21"
"horrifies","-1653211277","1"
"horrifingly","402122379","1"
"horrify","1097719829","1"
"horrifying","290538413","39"
"horrifyingly","34544122","1"
"horror","-1211515478","1454"
"horroresque","1772191721","1"
"horrorfest","472825866","2"
"horrorible","472912124","1"
"horrors","1097725961","40"
"horrortitles","-476348603","1"
"horrorvision","-419122670","2"
"horse","99466205","116"
"horseback","-1628403132","12"
"horsell","1097745949","1"
"horsemanship","1081009177","2"
"horsemen","-329613095","2"
"horseplay","-1627975535","1"
"horses","-1211514826","69"
"horseshit","-1627889763","1"
"horseshoe","-1627889592","1"
"horseshoes","1075030315","1"
"horsey","-1211514820","1"
"horshack","-329535319","1"
"horsie","-1211514716","1"
"horsies","1097749583","1"
"horsing","1097749850","1"
"horst","99466220","3"
"hort","3208585","1"
"hortense","-328688188","1"
"horthy","-1211513766","1"
"horticulturalist","932767048","1"
"horton","-1211513560","4"
"horts","99466250","1"
"horus","99466281","10"
"horvitz","1097839428","3"
"hosanna","1098141932","1"
"hosannas","-317338361","1"
"hoschna","1098195748","1"
"hose","3208601","6"
"hoshi","99466829","5"
"hoshino","1098345678","1"
"hosing","-1211494378","1"
"hoskins","1098435055","3"
"hospitable","270548905","3"
"hospital","-303628742","162"
"hospitalised","-1986344829","3"
"hospitalized","-1986338102","2"
"hospitals","-822556295","3"
"hoss","3208615","5"
"hossein","1098669379","2"
"host","3208616","55"
"hostage","1098695255","19"
"hostages","-300185348","7"
"hosted","-1211484089","13"
"hostel","-1211484081","30"
"hostel2","1098699203","1"
"hostess","1098699485","8"
"hostesses","-711746485","1"
"hostile","1098703098","12"
"hostilities","-2042723359","1"
"hostility","-708270077","4"
"hosting","1098703162","2"
"hosts","99467211","4"
"hot","103501","271"
"hotbeds","1099086303","1"
"hotbod","-1211471286","1"
"hotch","99467634","2"
"hotd","3208631","3"
"hotdog","-1211469361","1"
"hotel","99467700","189"
"hotels","-1211468481","9"
"hoth","3208635","1"
"hothouse","-282207501","1"
"hotline","1099388353","1"
"hotly","99467930","4"
"hotmail","1099410308","1"
"hotness","1099444260","4"
"hotrod","-1211455910","1"
"hots","3208646","1"
"hotshot","1099595975","1"
"hotter","-1211454284","4"
"hottest","1099623007","13"
"hottie","-1211454173","9"
"hotties","1099626416","2"
"hotty","99468178","1"
"hotz","3208653","1"
"hou","103502","6"
"hough","99468719","3"
"houghton","-254711484","2"
"hound","99468932","9"
"hounded","1100366371","2"
"hounding","-248376610","5"
"hounds","-1211430289","11"
"hounfor","1100368617","1"
"hounslow","-247926815","1"
"hounsou","1100381113","1"
"hour","3208676","486"
"hourglass","1007624216","1"
"hourly","-1211426191","1"
"hours","99469071","400"
"house","99469088","813"
"houseboat","1034121312","3"
"housebound","1993008734","1"
"houseboy","-243735892","1"
"housed","-1211425468","3"
"houseguest","1997789880","1"
"houseguests","1801944251","1"
"household","1034300383","33"
"households","1998540916","4"
"housekeeper","1901681170","10"
"housekeeping","-1177422051","3"
"houselessness","6184592","1"
"housemaid","1034435791","3"
"houseman","-243725766","11"
"housemates","2002749166","2"
"houses","-1211425453","32"
"housesitter","2134859171","3"
"housewife","1034741297","32"
"housewives","2012224626","10"
"housework","1034747441","2"
"housing","1100520413","14"
"housman","1100523861","1"
"houst","99469103","1"
"houston","1100531022","14"
"hover","99469628","1"
"hovering","-227642074","4"
"hovers","-1211408713","3"
"hovis","99469753","1"
"how","103504","3561"
"howard","-1211382781","97"
"howarth","1101840053","1"
"howdy","99470565","1"
"howe","3208725","3"
"howell","-1211379115","3"
"howerver","-199000698","1"
"howes","99470590","1"
"however","1101962606","1474"
"howit","99470715","1"
"howl","3208732","7"
"howland","1102151227","2"
"howler","-1211372599","4"
"howlers","1102155210","2"
"howlin","-1211372479","1"
"howling","1102158918","13"
"howls","99470807","1"
"hows","3208739","2"
"howse","99471010","1"
"howz","3208746","1"
"howzbout","-180089642","1"
"howze","99471227","1"
"hoya","3208783","1"
"hoyden","-1211320709","1"
"hoydenish","-139916253","1"
"hoyo","3208797","2"
"hoyos","99472822","3"
"hoyt","3208802","4"
"hoyts","99472977","1"
"hp","3336","1"
"hpd2","3209046","2"
"hq","3337","2"
"hr","3338","3"
"hra","103575","1"
"hrbare","-1209237828","1"
"hrer","3211063","2"
"hrishita","2075321570","2"
"hrithek","1175354169","1"
"hrithik","1175354293","1"
"hrm","103587","1"
"hrothgar","-2046949793","2"
"hrs","103593","11"
"hrt","103594","1"
"hsd","103609","1"
"hsiao","99576172","3"
"hsien","99576295","2"
"ht","3340","1"
"htm","103649","5"
"html","3213227","5"
"http","3213448","30"
"hu","3341","1"
"huac","3213807","4"
"huband","-1206467390","1"
"hubatsek","226204529","1"
"hubba","99629044","1"
"hubby","99629068","15"
"huber","99629154","1"
"hubert","-1206463406","2"
"hubris","-1206451193","1"
"hubschmid","-1078289307","1"
"huck","3213877","1"
"huckabees","-421852419","2"
"huckaboring","-1663632439","1"
"huckleberry","-417523352","1"
"huckster","264040067","1"
"hud","103671","1"
"huddle","-1206404986","1"
"huddles","1256151213","1"
"huddling","285985731","1"
"hudson","-1206390469","42"
"hudsucker","713190446","2"
"hue","103672","2"
"hued","3213932","1"
"hues","3213947","9"
"huet","3213948","1"
"huff","3213965","2"
"huffing","1258055221","1"
"huffman","1258058669","1"
"hug","103674","14"
"huge","3213995","396"
"hugely","-1206314632","23"
"huggable","374309255","1"
"huggaland","-1281027265","6"
"hugging","1259008533","8"
"huggins","1259008545","9"
"hugh","3213998","36"
"hughes","-1206311972","24"
"hugo","3214005","11"
"hugon","99634265","1"
"hugs","3214009","5"
"hugsy","99634400","5"
"hugues","-1206299479","1"
"hugwagon","389090498","1"
"huh","103675","60"
"hui","103676","3"
"huit","3214072","3"
"huiti","99636337","2"
"huitieme","443814572","1"
"hula","3214146","6"
"hulbert","1263473476","1"
"hulce","99638689","7"
"hulchul","1263506235","3"
"hulk","3214156","23"
"hulking","1263745302","5"
"hull","3214157","2"
